company name,contact number,area,product category 1,product category 2,product category 3,company description
Connell Bros Company India Private Limited,tel:+91 22 66138300,Mumbai - India,Chemical products,Chemicals and auxiliaries for rubber and plastics,Anti-ageing additives for rubber and plastics...,"Connell Bros Company India Private Limited Is Distributor & Importer Of Raw Material, Speciality Chemicals & Ingredients. Joint Venture: Kilachand Family"
Marine Electronics & Navigation Systems Private Limited,tel:+91 22 23480831,Navi mumbai - India,Electrical equipment. Nuclear equipment,Electric connectors,"Connectors, electrical, marine...","Marine Electronics And Navigation Systems Private Limited Is A Manufacturer, Suppliers & Service Provider Of Marine Products, Shafting Instrumentation, Forgue Measuring System, Data Loggers, Graviner, & Hovercraft Group Companies : Sea Bird Surveys Private Limited Means Infrastructures India..."
Apex India,tel:+91 22 61284100,Mumbai - India,Security equipment,Locks and padlocks,"Locks, electric","Apex India Is Suppliers & Importers Of Electronic Locks, In Room Safes. Associated Companies: Vingcard Elsafe-Apex India"
Bhairav Plant & Machinery Brokers LLP,tel:+91 22 25139173,Mumbai - India,Knitting machinery and attachments,"Textile, clothing, leather and shoemaking machinery and equipment",Warp knitting machines...,"Bhairav Plant & Machinery Brokers LLP Is Manufacturer & Supplier Of Circular Warp Knitting, Flat Knitting & Knitting Machinery."
Aastrid International Private limited,tel:+91 22 42552525,Mumbai - India,Raw materials for pharmaceuticals,Chemical base materials,,"Aastrid International Private Limited Is Manufacturer, Supplier & Exporter Of Anti-anginal, Anti-inflammatoriesc, Anti-fungal, Anti-gout, Anti-tuberculosis, Anti-histamine, Anti-hypertensive Ingredients. Associated Companies: Aastrid Life Sciences Private Limited...."
Abil Chempharma Private Limited,tel:+91 22 42118383,Mumbai - India,"Health, medical and pharmaceutical",Pharmaceutical preparations NES,Hygiene and cleaning...,"Abil Chempharma Private Limited Is Manufacturer, Supplier, Importer & Exporter Of APIs, Pharmaceutical Formulations, Intermediates & Finished Formulations."
Indo Marine Engineering Company Private Limited,tel:+91 20 27122295,Pune - India,Marine engines,Engines and mechanical parts,"Water jet propulsion units (drives), marine...","Indo Marine Engineering Company Private Limited Is A Manufacturer, Exporters & Importers Of Marine Propulsion Engines, Auxiliary/Marine Genset Engines, Complete Marine Genset, Industrial Diesel Engine, Generator Drive Engine, Fire Pumps Diesel Engine, etc Associated Divisions: Indo Power Generat..."
Ignisol Mediplas Corporation,tel:+91 22 23422238,Mumbai - India,"Health, medical and pharmaceutical",Surgical equipment and instruments,"Surgical instruments, electric...","Universal Corporation Is Manufacturer, Supplier & Importer Of Medical Surgical Disposable Products / Consumables /Devices / Equipments / Instruments & Health Care Products For Hospitals, Icu, OT. Associated Companies: Samson Group of Companies Cosmos Industries..."
Polfrost Air Con Private Limited,tel:+91 22 27632054,Navi mumbai - India,Refrigerators,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment","Refrigerators and deep freezers, combined...","Polfrost Aircon Private Limited Is Manufacturer & Supplier Of Cold Rooms, Deep Freezers, Lab Refrigerators, Chillers, Tailormade Cooling Equipment, Portable Refrigerated Containers, Refrigeration Units, Total Blood Banking Cold Chain, Rubber Insulation Solutions...."
Great Steel & Metals,tel:+91 22 23868818,Mumbai - India,"Coils, steel, hot rolled",Basic metal products,"Metal pipework, valves and containers...",
MRK Healthcare Private Limited,tel:+91 22 62611111,Mumbai - India,"Health, medical and pharmaceutical",Surgical equipment and instruments,"Lancets, surgical, disposable...","MRK Healthcare Private Limited Is Manufacturer, Supplier, Importer & Exporter of Microsurgery Gloves, Orthopaedic Gloves, Super Protection Double Pair Gloves, Surgical Gloves Powderfree, Surgical Gloves Powdered, Beadless Gloves Powderfree, Medical Disposables & Equipment For Homes As Well A..."
Hospitech,tel:+91 22 24143092,Mumbai - India,"Health, medical and pharmaceutical",Medical equipment and instruments,Surgical equipment and instruments...,"Hospitech Is Manufacturer, Supplier & Importer of Anesthesia Machines, Medical Equipments Such As Ventilators, Vaporizers."
Medion Healthcare Private Limited,tel:+91 22 61566500,Mumbai - India,"Ultraviolet (UV), infrared and radiological equipment for biological and medical applications","Health, medical and pharmaceutical","X-ray equipment, medical, diagnostic...","Medion Healthcare Private Limited Is Manufacturer, Supplier, Exporter & Importer Of Health Care Products Such As X-Ray Units, Medical Equipment, Surgical Equipment & Hospital Equipment."
Glamgals Cosmetics Imports Private Limited,,Mumbai - India,"Personal care products and cosmetics, organic",Organic products,"Make-up products, organic...","Glamgals Cosmetics Imports Private Limited Is A Supplier & Distributor Of Make-Up Kits Like Make Up Powder, Liquid Foundation, Eye Mascara, etc"
Modi Digital,tel:+91 22 65558276,Mumbai - India,Amplifiers,Electronic equipment. Telecommunications equipment,Audio-visual (AV) equipment components and accessories...,"Modi Digital Is Distributor, Service Provider & Importer Of PCI & Cardbus Series, Audio Converter, RME Accessories, Eve-audio, Acoustic, Microphones, Compressors, Equalizers, Recording Channels, Studio Systems & Allied Products."
Itel Inc,tel:+91 22 42156627,Mumbai - India,Cranes,Handling and storage plant and equipment,"Cranes, jib...","Itel Inc Is Manufacturer, Exporters & Importers of Jimmy Camera, Jib Crane, Video Shooting Accessories. Importers for Basic Parts For Jimmy Camera."
Dev Enterprise,tel:+91 22 29271982,Mumbai - India,Gravel and stone,Quarried stone,Shingle and pebbles,"Dev Enterprise Is Manufacturer, Supplier & Importer Of Decors, Superficial Luster, Anti Risco, Glatt, Metalic PVC, Solid, Illuzion, Decoris, Charcolite, Designer MDF, Stone Veneer, Natural Bambo Veneer, Crystal Stone, Wood Art, Wall Art, Pebbles, Sparklina Coco Arts, Mosaic, Corestone...."
Rainbow Impex India,tel:+91 248 2229521,Jalna - India,Food,Animal feed,"Flint and grit, crushed, for poultry feed...","Rainbow Impex India Is Supplier & Importer Of Animal Feeds, Poultry Feed, Cattle Feed, Aqua Feed, Distillery, Fertilizers. Group: Rainbow"
Unifrax India Private Limited,tel:+91 22 29212200,Mumbai - India,Technical ceramic products,"Glass, cement and ceramics","Labels, ceramic, high temperature resistant, industrial...","Unifrax India Private Limited Is A Manufacturer & Exporters Of Ceramic Fibre Products Like Blankets, Bulk Fiber, Modules, Monolane, Boards, Vaccum Formed Shapes, Paper, Moist Pak, Rope etc."
Jupiter Electronics,tel:+91 22 25186470,Mumbai - India,"Heating, ventilation, air conditioning (HVAC) and refrigeration equipment",Convector heaters,Convector space heaters...,"Jupiter Electronics Is Manufacturer, Supplier, Exporter & Importer of Sensors / Transmitters for Pressure Temperatures, Humidity, Air Velocity, Vibration Control, Thermal Switches, Cooling Element, Tilt Switches, Flow Nada Transmitter. Associated Companies: Jupiter Integrated Sensor Systems Priv..."
Preshzon Steel Private Limited,tel:+91 22 27843322,Navi mumbai - India,Basic metal products,"Refined, special and tool steels",Carbon steel...,"Suppliers, Exporters and Importers of various Flat Products, Structures and Piping Items.; Offshore Grade Plates as per, High Yield Structural Grade Plates as per,Boiler and Pressure Vessel Grade Plates as per,High Strength and Low Alloy Quenched and Tempered Grade Plates,Chrome/ Moly Plates, Mild S..."
Alliance,tel:+91 22 28659196,Mumbai - India,"Basic chemical products for cosmetics, perfumes, detergents and soaps",Chemical base materials,Chemical products...,"Alliance Is Supplier, Distributor, Importer & Exporter Of Chemical Raw Materials, Excipients, Intermediates, Construction Chemicals, Flavour And Fragrance Chemicals, Fine Chemicals, Speciality Chemicals, Electroplating, Metal Surface Chemicals, Electronic Chemicals, Pharmaceuticals Formulation C..."
Triobotics Automation Solutions Private Limited,,Pune - India,Machinery and equipment for metalworking,Spindles for metalworking machine tools,"Spindles, internal grinding, for machine tools, metalworking...","Triobotics Automation Solutions Private Limited Is A Supplier, Solution Provider & Importer Of Spindles, 3D Scanning, Robots, Delcam Software, Robots IO Software."
Alphabet Imaging Technologies Llp,tel:+91 22 67020818,Mumbai - India,Printing and publishing,"Printing services, digital",Laser printing services...,"Alphabet Imaging Technologies Llp Is Distributor & Importer Of Imaging Supplies For The Components Of Remanufacturing, & Refilling Industry In India"
Shoe Crafters,tel:+91 22 24123510,Mumbai - India,Clothing and footwear,"Footwear, standard","Footwear, leather...","Shoe Crafters Is Manufacturer, Supplier & Exporters of Indian Hand made Woollen Carpets, Ladies & Gents Casual Footwear & Goods."
Stamp'IT Robotai & Solutions Private Limited,tel:+91 22 65134554,Thane - India,Metal sawing and cutting-off machines,Machinery and equipment for metalworking,"Engraving machines, laser, for metals...","Stamp'It Robotai & Solutions Private Limited Is Manufacturer, Exporter & Importer of Pin Marking Machines, CNC Dot Pin Marking Machines, Stamping Machine, Controllers, Portable Machines & Service Provider of Sampling, Application Feasibility, Maintenance Services...."
Kishor Pumps Private Limited,tel:+91 20 25535459,Pune - India,"Health, medical and pharmaceutical",Medical equipment and instruments,"Syringe pumps, electronic...","Kishor Pumps Private Limited Is Manufacturers, Supplier & Exporters Chemical process pumps, Effluent pumps, Acid pumps, Industrial water pumps, Submersible sewage pumps, Wastewater pumps, Nonclog pumps, Abrasive slurry pumps, Cleanable liquid pumps, Thermic fluid pumps.Also Provide Custom Design..."
Kilburn Engineering Limited,tel:+91 2522 663800,Thane - India,"Timber, wooden products, machinery and equipment for the woodworking industry",Wood drying machines,"Kilns, wood drying, industrial...","Kilburn Engineering Limited Is Manufacturer, Supplier, Exporter & Importer Of Dryers-rotary Dryers, Calciners, Kilns & Coolers, Fluid Bed Dryers & Coolers, Flash Dryers, Paddle Dryers & Coolers, Heat Transfer / Combustion System, Centrifugal Fans, Meterial Handling Systems, Fabricate..."
Nippon India,tel:+91 22 40620000,Mumbai - India,Electrical equipment. Nuclear equipment,Electric regulators,"Controllers, electric, hand operated...","Nippon India Is A Suuplier, Distributor & Importer Of PID Controller, Heater Control, Process Controllers, LNPT (Linear Potentiometer), Counter, SMPS (Switch Mode Power Supplies), Timer, MMI (Men Machine Interphase), PLC (Process Logic Controller). Associated Companies: British Electricals, Webs..."
Asha Industries,tel:+91 22 23400308,Mumbai - India,Paper and board,Cardboard,"Cardboard, coated...","Manufacturer, Importer & Exporter of Playing Cards, Board Games, Card Games & Promotional Playing Cards, Playing Card Board, Black Centered Board, Triplex Board, P.V.C. Sheet for Playing Card use, Conventional Inks & Varnishes, U.V. Inks & Varnishes...."
Bright & Accociates,tel:+91 22 56370537,Mumbai - India,Agriculture and forestry,Cereals and pseudo cereals,Rice...,"Commodity Trader, Broker, Agent, Importer & Exporter Of Cashew, Coffee, Sesame Seed, Ground Nuts, Soybean Meal, Rapeseed Meal, Corn, Sugar, Rice, Cassia Broken/split, Cloves, Nutmeg, Star Aniseed, Black Pepper, Red Chilly, Ginger & Seafood."
WPG Electronics India Private Limited,,Mumbai - India,Plastic products for the electrical and electronics industries,Plastic products,"Plastic boxes and enclosures, for the electrical and electronics industries",Distributors of Electronics Products.
Vijay Web Solutions India Private Limited,tel:+91 253 6614408,Nashik - India,Information technology (IT) and Internet,"Software, computer security","Software, anti-virus...",Provide Web and Mobile Application Development Services.
Unijules Life Sciences Limited,tel:+91 712 2768512,Nagpur - India,"Health, medical and pharmaceutical",Parapharmaceutical preparations,"Dietary supplements, mineral or vitamin based...","Unijules Life Sciences Limited Is Manufacturer, Supplier, Exporters and Importers of Pharmaceutical Formulations & Herbal Medicines & Natural Supplements. Associated Companies: Universal Medicaments Pvt Ltd"
Survival Technologies Private Limited,tel:+91 22 61902006,Mumbai - India,"Polyphenols, aldehydes, ketones, quinones","Phenols, polyphenols, ethers, aldehydes, ketones and quinones, pure",Chemical base materials...,"Survival Technologies Private Limited Is Manufacturer, Supplier, Exporters & Importers of Biphenyls, Amines, Carboxylic Acids, Pyridine's, Carbamates, Silanes, Quinoline, Ether's, Chloro Compounds."
Precise Fasteners Private Limited,tel:+91 22 66100603,Mumbai - India,Rubber products,Ebonite products,"Bolts and nuts, ebonite...","Manufacturers & Exporters of All Kinds of Fasteners like Bolts, Screws, Socket Products, Hex Wrenches, Rivets, Plugs, Studs, Rods, Bar, Hooks, Cottor Pins, Nuts and Washers As Per DIN, ANSI, JIS, IS, VIS and UN Standards, Spring Washers, Rivets, Hooks, Cotter Pin (Split Pin), Threaded Rod/Bars,..."
Eskay Fine Chemicals,tel:+91 22 27681505,Navi mumbai - India,Barium compounds,Chemical base materials,Barium sulphates...,"Manufacturers, Exporters and Importers of Pharmaceuticals, Bulk Drugs & Finished Formulations, Iodine Compounds, Barium Sulphate and Selenium Sulphide. Associated Companies: SK - Group Company Microbar, 3-A, Shivsagar Estate, Dr. Annie Besant Road, Worli, Mumbai - 400018, Tel.91-22-66227575, Fax..."
Knorr Bremse India,tel:+91 20 66746800,Pune - India,Air springs and hydraulic shock absorbers,Engines and mechanical parts,Air springs...,"Manufacturer of Air-Braking System Components and Wheel-end Products including Compressors, Air Dryers, Foot-Brake Valves, Hand-Brake Valves, Relay Valves, Anti Compounding Valves, Quick-Release Valves, Trailer Control Valves, Inversion Relay Valves, Palm Couplings, Pressure Regulators Valves, Autom..."
Flamingo Additives & Colourants LLp,tel:+91 22 42110000,Mumbai - India,Chemical products,Chemicals and auxiliaries for rubber and plastics,"Master batches, antioxidant, for plastics...","Flamingo Additives & Colourants LLp Manufacturer & Importers of Colourants, Colour / Additives, Specialty Polymers, Compounds, Master Batches, Cling Film Master Batches, Metallocene Polymers, Speciality, Static Mixer Technology & Conductive Compounds. Associated Companies: Flamingo Polyc..."
